Date,Open,High,Low,Close,Adj Close,Volume
2022-02-07,286.000000,289.000000,280.000000,282.000000,275.557739,7978
2022-02-08,284.000000,286.000000,281.500000,281.500000,275.069183,15533
2022-02-09,282.500000,285.000000,282.000000,284.000000,277.512054,33173
2022-02-10,287.500000,287.500000,284.000000,287.000000,280.443542,56288
2022-02-11,287.000000,287.000000,279.000000,282.000000,275.557739,5107
2022-02-14,275.500000,280.500000,267.000000,270.000000,263.831879,9528
2022-02-15,271.000000,278.500000,271.000000,272.500000,266.274780,9003
2022-02-16,278.500000,281.000000,271.000000,275.000000,268.717651,15609
2022-02-17,274.000000,274.500000,264.500000,266.500000,260.411835,15837
2022-02-18,266.500000,270.000000,265.500000,268.500000,262.366150,3216
2022-02-21,268.000000,272.000000,257.500000,264.500000,258.457550,7647
2022-02-22,256.000000,268.000000,249.000000,267.500000,261.389008,5400
2022-02-23,265.000000,267.500000,256.000000,259.500000,253.571762,2687
2022-02-24,250.000000,254.500000,227.000000,231.000000,225.722839,20082
2022-02-25,231.500000,249.500000,227.000000,249.000000,243.311630,20057
2022-02-28,249.000000,249.500000,239.500000,241.500000,235.982971,12558
2022-03-01,242.000000,244.500000,233.000000,235.000000,229.631454,9142
2022-03-02,233.000000,239.000000,229.000000,239.000000,233.540085,10220
2022-03-03,239.000000,240.000000,231.000000,231.000000,225.722839,4751
2022-03-04,231.000000,231.000000,214.000000,220.000000,214.974136,10669
2022-03-07,223.000000,232.500000,203.000000,232.000000,226.699997,20263
2022-03-08,229.000000,239.500000,219.000000,226.500000,221.325638,12105
2022-03-09,230.500000,239.000000,229.000000,239.000000,233.540085,15557
2022-03-10,240.000000,241.000000,232.000000,237.000000,231.585770,6356
2022-03-11,237.000000,245.000000,235.000000,245.000000,239.403015,7174
2022-03-14,246.000000,250.000000,240.000000,242.500000,236.960129,4881
2022-03-15,244.500000,244.500000,232.000000,237.000000,231.585770,4855
2022-03-16,238.500000,249.500000,238.500000,245.500000,239.891586,9008
2022-03-17,245.500000,250.000000,243.000000,250.000000,244.288788,6542
2022-03-18,251.500000,253.000000,237.500000,240.000000,234.517242,38685
2022-03-21,241.000000,245.000000,240.000000,242.500000,236.960129,4646
2022-03-22,241.000000,243.000000,240.000000,243.000000,237.448700,2911
2022-03-23,245.500000,248.000000,240.000000,240.000000,234.517242,4724
2022-03-24,242.000000,244.000000,234.000000,235.500000,230.120041,4671
2022-03-25,235.500000,239.000000,234.000000,239.000000,233.540085,3787
2022-03-28,239.000000,243.000000,236.000000,237.000000,231.585770,5579
2022-03-29,238.000000,246.500000,238.000000,238.000000,232.562927,7530
2022-03-30,242.500000,243.000000,238.500000,239.000000,233.540085,4555
2022-03-31,240.500000,242.500000,235.000000,236.500000,231.097198,5711
2022-04-01,238.000000,241.500000,236.000000,241.500000,235.982971,5937
2022-04-04,243.500000,250.000000,243.000000,244.000000,238.425858,15452
2022-04-05,244.500000,247.500000,244.000000,245.500000,239.891586,5697
2022-04-06,244.000000,246.000000,236.500000,240.500000,235.005814,9108
2022-04-07,240.500000,240.500000,233.500000,233.500000,228.165726,10979
2022-04-08,237.000000,238.000000,234.000000,236.000000,230.608612,3962
2022-04-11,236.000000,238.000000,233.000000,235.000000,229.631454,1976
2022-04-12,238.000000,238.000000,232.000000,232.000000,226.699997,4484
2022-04-13,227.000000,230.500000,227.000000,228.000000,228.000000,3244
2022-04-14,228.000000,229.000000,218.000000,218.000000,218.000000,6681
2022-04-15,null,null,null,null,null,null
2022-04-18,null,null,null,null,null,null
2022-04-19,218.000000,223.000000,211.000000,213.000000,213.000000,7809
2022-04-20,212.000000,223.500000,212.000000,219.000000,219.000000,5636
2022-04-21,223.000000,224.000000,216.500000,219.000000,219.000000,8361
2022-04-22,221.500000,221.500000,214.000000,214.000000,214.000000,6932
2022-04-25,213.000000,215.000000,199.199997,206.000000,206.000000,24171
2022-04-26,205.000000,212.000000,201.000000,201.000000,201.000000,6917
2022-04-27,202.000000,202.000000,186.000000,191.199997,191.199997,26308
2022-04-28,191.399994,198.000000,191.399994,197.000000,197.000000,7483
2022-04-29,200.000000,202.000000,197.000000,197.000000,197.000000,13143
2022-05-02,199.000000,199.000000,192.800003,196.600006,196.600006,14677
2022-05-03,null,null,null,null,null,null
2022-05-04,195.600006,196.800003,189.199997,195.000000,195.000000,4861
2022-05-05,199.000000,199.000000,193.199997,193.199997,193.199997,4401
2022-05-06,193.399994,196.000000,187.199997,194.000000,194.000000,4880
2022-05-09,195.399994,198.800003,190.199997,192.000000,192.000000,4068
2022-05-10,195.000000,195.000000,185.800003,189.600006,189.600006,6064
2022-05-11,192.800003,192.800003,186.399994,188.000000,188.000000,5879
2022-05-12,185.800003,193.000000,180.199997,189.800003,189.800003,11631
2022-05-13,190.000000,197.000000,190.000000,195.000000,195.000000,3064
2022-05-16,199.000000,199.199997,195.000000,195.199997,195.199997,4315
2022-05-17,198.000000,198.399994,195.399994,195.600006,195.600006,29273
2022-05-18,195.000000,200.000000,195.000000,198.199997,198.199997,16635
2022-05-19,195.800003,195.800003,190.000000,190.399994,190.399994,5570
2022-05-20,193.000000,193.399994,190.600006,193.199997,193.199997,4778
2022-05-23,193.199997,202.000000,193.199997,200.000000,200.000000,22355
2022-05-24,198.199997,204.000000,195.199997,202.000000,202.000000,2673
2022-05-25,200.000000,203.500000,193.800003,193.800003,193.800003,1696
2022-05-26,199.800003,199.800003,191.199997,191.199997,191.199997,2601
2022-05-27,194.800003,196.000000,190.399994,196.000000,196.000000,2690
2022-05-30,197.399994,197.800003,193.399994,194.800003,194.800003,1586
2022-05-31,195.000000,196.199997,190.399994,190.399994,190.399994,3403
2022-06-01,193.000000,194.800003,188.199997,192.000000,192.000000,8583
2022-06-02,192.000000,194.000000,189.600006,192.000000,192.000000,11980
2022-06-03,194.600006,194.600006,191.000000,193.800003,193.800003,1796
2022-06-06,193.800003,195.000000,192.199997,193.000000,193.000000,1500
2022-06-07,193.000000,195.600006,190.800003,190.800003,190.800003,2406
2022-06-08,190.600006,190.800003,186.199997,187.000000,187.000000,4986
2022-06-09,187.000000,187.399994,181.800003,183.600006,183.600006,5965
2022-06-10,181.199997,182.000000,178.000000,178.000000,178.000000,4757
2022-06-13,177.800003,177.800003,172.199997,176.800003,176.800003,2374
2022-06-14,175.399994,178.199997,172.600006,175.199997,175.199997,2619
2022-06-15,174.000000,176.000000,174.000000,175.199997,175.199997,998
2022-06-16,null,null,null,null,null,null
2022-06-17,174.000000,176.800003,168.600006,173.800003,173.800003,23688
2022-06-20,169.000000,176.800003,169.000000,176.800003,176.800003,1420
2022-06-21,176.800003,180.800003,176.600006,180.000000,180.000000,3991
2022-06-22,178.399994,178.399994,175.000000,176.000000,176.000000,5914
2022-06-23,174.800003,176.399994,171.600006,173.199997,173.199997,2587
2022-06-24,174.800003,176.000000,172.199997,175.000000,175.000000,2202
2022-06-27,175.000000,176.800003,173.199997,173.800003,173.800003,1855
2022-06-28,175.000000,177.000000,173.199997,173.199997,173.199997,2999
2022-06-29,173.600006,180.600006,170.000000,180.600006,180.600006,7828
2022-06-30,181.600006,181.600006,170.399994,170.399994,170.399994,5039
2022-07-01,170.399994,175.000000,170.399994,171.399994,171.399994,3444
2022-07-04,172.000000,174.800003,167.600006,174.800003,174.800003,2071
2022-07-05,190.000000,190.000000,166.600006,168.000000,168.000000,7867
2022-07-06,170.000000,170.000000,161.199997,161.199997,161.199997,10231
2022-07-07,163.000000,167.800003,160.199997,167.000000,167.000000,6083
2022-07-08,167.199997,170.000000,165.000000,166.000000,166.000000,3100
2022-07-11,167.000000,167.000000,162.600006,165.199997,165.199997,4605
2022-07-12,163.000000,164.000000,156.800003,156.800003,156.800003,10529
2022-07-13,158.000000,161.800003,153.199997,158.000000,158.000000,4202
2022-07-14,156.199997,156.199997,147.600006,148.000000,148.000000,10830
2022-07-15,148.000000,153.000000,147.000000,151.000000,151.000000,2367
2022-07-18,153.000000,156.000000,151.199997,152.000000,152.000000,9863
2022-07-19,153.000000,153.600006,149.199997,153.000000,153.000000,2487
2022-07-20,154.800003,158.000000,152.199997,157.600006,157.600006,2989
2022-07-21,157.000000,157.000000,152.800003,152.800003,152.800003,7873
2022-07-22,153.000000,157.800003,153.000000,157.000000,157.000000,2762
2022-07-25,157.199997,160.199997,155.000000,159.600006,159.600006,2930
2022-07-26,157.600006,160.000000,157.600006,159.000000,159.000000,3211
2022-07-27,158.600006,158.600006,153.600006,154.000000,154.000000,1512
2022-07-28,156.000000,156.800003,151.800003,152.800003,152.800003,6293
2022-07-29,154.000000,173.000000,154.000000,173.000000,173.000000,5392
2022-08-01,168.199997,173.000000,162.399994,172.800003,172.800003,19464
2022-08-02,172.800003,172.800003,162.600006,164.000000,164.000000,4250
2022-08-03,163.000000,169.000000,159.600006,169.000000,169.000000,11634
2022-08-04,165.800003,167.000000,159.600006,159.600006,159.600006,88285
2022-08-05,161.600006,162.000000,155.000000,155.000000,155.000000,6980
2022-08-08,155.000000,165.600006,155.000000,161.600006,161.600006,16533
2022-08-09,161.800003,165.399994,161.800003,164.800003,164.800003,10292
2022-08-10,165.000000,165.600006,163.199997,165.399994,165.399994,5753
2022-08-11,163.199997,166.399994,163.000000,163.000000,163.000000,3366
2022-08-12,163.000000,166.000000,163.000000,163.000000,163.000000,8629
2022-08-15,null,null,null,null,null,null
2022-08-16,165.000000,165.600006,164.000000,164.600006,164.600006,5502
2022-08-17,165.000000,165.800003,160.800003,162.000000,162.000000,2882
2022-08-18,164.600006,164.600006,157.600006,159.399994,159.399994,2725
2022-08-19,160.000000,160.000000,155.000000,155.000000,155.000000,2731
2022-08-22,154.000000,155.199997,150.199997,153.600006,153.600006,3822
2022-08-23,155.000000,158.800003,149.399994,150.000000,150.000000,9446
2022-08-24,150.800003,152.800003,147.000000,148.399994,148.399994,4456
2022-08-25,149.000000,153.199997,148.000000,148.000000,148.000000,1757
2022-08-26,151.399994,151.399994,145.800003,146.199997,146.199997,2247
2022-08-29,147.800003,147.800003,141.399994,143.000000,143.000000,4681
2022-08-30,141.199997,147.000000,130.000000,130.000000,130.000000,14781
2022-08-31,130.199997,137.000000,130.000000,133.000000,133.000000,14947
2022-09-01,134.399994,141.000000,129.800003,137.399994,137.399994,8956
2022-09-02,138.000000,144.399994,138.000000,144.199997,144.199997,4126
2022-09-05,142.000000,144.800003,140.000000,144.399994,144.399994,1875
2022-09-06,144.800003,148.800003,142.000000,143.600006,143.600006,6155
2022-09-07,143.000000,147.800003,142.199997,147.600006,147.600006,4913
2022-09-08,147.600006,151.600006,146.800003,151.600006,151.600006,6571
2022-09-09,152.199997,156.000000,152.199997,154.000000,154.000000,7003
2022-09-12,155.000000,158.399994,153.600006,156.399994,156.399994,8506
2022-09-13,159.000000,159.000000,150.199997,150.199997,150.199997,4320
2022-09-14,150.000000,153.399994,146.000000,146.800003,146.800003,3816
2022-09-15,150.000000,153.000000,148.000000,152.000000,152.000000,35895
2022-09-16,154.399994,154.399994,143.000000,143.000000,143.000000,15259
2022-09-19,144.000000,149.800003,143.199997,149.000000,149.000000,1861
2022-09-20,150.000000,152.199997,141.399994,141.600006,141.600006,5402
2022-09-21,142.000000,142.199997,137.000000,138.199997,138.199997,6848
2022-09-22,139.000000,141.800003,137.000000,139.000000,139.000000,6570
2022-09-23,141.000000,141.000000,133.000000,136.399994,136.399994,16290
2022-09-26,134.000000,140.199997,133.600006,139.800003,139.800003,14971
2022-09-27,142.000000,142.000000,136.399994,138.000000,138.000000,9014
2022-09-28,136.199997,139.800003,131.199997,139.800003,139.800003,3939
2022-09-29,141.600006,141.600006,131.399994,134.000000,134.000000,5855
2022-09-30,134.000000,140.800003,133.000000,139.199997,139.199997,12872
2022-10-03,141.000000,142.000000,137.000000,141.000000,141.000000,13740
2022-10-04,142.000000,146.199997,139.600006,144.800003,144.800003,23337
2022-10-05,145.800003,145.800003,135.600006,138.199997,138.199997,25526
2022-10-06,142.000000,142.000000,136.399994,138.000000,138.000000,76416
2022-10-07,137.000000,140.800003,135.399994,135.399994,135.399994,2829
2022-10-10,136.000000,137.199997,133.000000,135.800003,135.800003,3016
2022-10-11,136.000000,138.800003,134.000000,137.199997,137.199997,9240
2022-10-12,137.399994,138.000000,135.199997,135.199997,135.199997,2461
2022-10-13,136.800003,138.199997,131.800003,132.399994,132.399994,5044
2022-10-14,136.000000,140.000000,136.000000,138.199997,138.199997,5649
2022-10-17,138.199997,146.000000,137.800003,146.000000,146.000000,2706
2022-10-18,146.000000,148.000000,142.199997,144.399994,144.399994,4562
2022-10-19,143.000000,143.000000,137.199997,140.000000,140.000000,5753
2022-10-20,140.199997,148.000000,140.000000,148.000000,148.000000,4599
2022-10-21,148.000000,148.600006,141.000000,143.600006,143.600006,4001
2022-10-24,150.000000,150.000000,142.600006,143.600006,143.600006,4453
2022-10-25,143.600006,148.800003,143.600006,148.600006,148.600006,2089
2022-10-26,148.600006,154.600006,148.000000,154.600006,154.600006,6121
2022-10-27,155.000000,159.199997,152.800003,158.000000,158.000000,9372
2022-10-28,160.000000,160.000000,152.199997,159.399994,159.399994,3343
2022-10-31,160.000000,166.399994,159.000000,166.399994,166.399994,4739
2022-11-01,null,null,null,null,null,null
2022-11-02,168.800003,168.800003,161.199997,161.199997,161.199997,4634
2022-11-03,160.600006,162.800003,157.000000,158.000000,158.000000,7929
2022-11-04,160.199997,171.800003,159.000000,171.800003,171.800003,41833
2022-11-07,172.000000,172.800003,166.199997,169.199997,169.199997,10181
2022-11-08,169.199997,169.800003,165.000000,167.399994,167.399994,3236
2022-11-09,168.600006,168.600006,163.600006,167.399994,167.399994,3428
2022-11-10,166.000000,166.000000,162.000000,164.000000,164.000000,16297
2022-11-11,null,null,null,null,null,null
2022-11-14,166.000000,175.000000,166.000000,175.000000,175.000000,14268
2022-11-15,180.000000,180.000000,170.000000,177.399994,177.399994,4870
2022-11-16,174.000000,174.199997,167.399994,168.000000,168.000000,8159
2022-11-17,168.600006,169.000000,163.399994,164.399994,164.399994,7197
2022-11-18,164.399994,167.600006,163.000000,163.000000,163.000000,5656
2022-11-21,163.000000,166.800003,161.000000,161.000000,161.000000,3248
2022-11-22,160.199997,165.600006,160.199997,160.600006,160.600006,1893
2022-11-23,162.600006,164.399994,160.800003,162.000000,162.000000,2382
2022-11-24,163.600006,165.000000,162.000000,165.000000,165.000000,7088
2022-11-25,167.399994,167.399994,163.600006,164.000000,164.000000,4065
2022-11-28,164.000000,167.000000,163.600006,164.600006,164.600006,1632
2022-11-29,166.800003,166.800003,163.600006,164.399994,164.399994,1817
2022-11-30,166.399994,170.000000,163.199997,164.399994,164.399994,4623
2022-12-01,169.000000,169.600006,165.000000,168.199997,168.199997,4419
2022-12-02,169.199997,172.000000,164.199997,168.199997,168.199997,4011
2022-12-05,168.000000,169.199997,166.399994,166.399994,166.399994,2399
2022-12-06,166.000000,166.000000,159.800003,160.000000,160.000000,5571
2022-12-07,160.800003,160.800003,158.000000,158.199997,158.199997,4011
2022-12-08,158.199997,159.199997,156.000000,156.199997,156.199997,2848
2022-12-09,156.600006,157.000000,154.399994,156.000000,156.000000,15364
2022-12-12,156.000000,159.199997,154.600006,157.000000,157.000000,4602
2022-12-13,158.000000,160.800003,155.000000,159.800003,159.800003,17538
2022-12-14,159.800003,163.600006,158.199997,160.600006,160.600006,6359
2022-12-15,162.800003,162.800003,153.399994,155.199997,155.199997,3937
2022-12-16,155.000000,156.399994,151.199997,152.000000,152.000000,16389
2022-12-19,152.000000,155.800003,151.000000,153.000000,153.000000,30453
2022-12-20,152.800003,158.800003,151.000000,158.800003,158.800003,10548
2022-12-21,160.199997,163.000000,159.000000,162.000000,162.000000,4316
2022-12-22,163.199997,166.800003,162.600006,166.600006,166.600006,5512
2022-12-23,167.399994,167.399994,165.000000,166.000000,166.000000,8745
2022-12-26,null,null,null,null,null,null
2022-12-27,163.600006,167.000000,163.600006,166.600006,166.600006,5601
2022-12-28,165.800003,169.000000,165.199997,166.800003,166.800003,4230
2022-12-29,166.000000,169.199997,166.000000,166.800003,166.800003,4761
2022-12-30,165.000000,166.399994,164.399994,164.800003,164.800003,2870
2023-01-02,166.199997,167.000000,161.199997,164.199997,164.199997,3452
2023-01-03,165.000000,171.600006,163.000000,170.600006,170.600006,16908
2023-01-04,172.000000,178.800003,172.000000,177.000000,177.000000,145129
2023-01-05,179.000000,188.800003,178.000000,178.399994,178.399994,128256
2023-01-06,null,null,null,null,null,null
2023-01-09,181.199997,184.199997,179.800003,182.600006,182.600006,39859
2023-01-10,181.399994,182.600006,180.199997,181.000000,181.000000,4908
2023-01-11,182.000000,184.800003,177.199997,179.000000,179.000000,13671
2023-01-12,177.600006,182.600006,177.199997,182.000000,182.000000,6877
2023-01-13,182.000000,182.199997,178.199997,179.000000,179.000000,4254
2023-01-16,181.800003,181.800003,177.800003,179.800003,179.800003,3681
2023-01-17,182.000000,182.000000,173.199997,174.000000,174.000000,16774
2023-01-18,174.000000,177.600006,170.199997,171.600006,171.600006,6859
2023-01-19,172.000000,172.800003,166.000000,168.600006,168.600006,9559
2023-01-20,169.000000,173.800003,168.000000,171.199997,171.199997,6642
2023-01-23,173.800003,178.000000,173.000000,175.800003,175.800003,4321
2023-01-24,176.199997,178.000000,173.399994,174.600006,174.600006,4040
2023-01-25,174.399994,174.399994,167.399994,172.000000,172.000000,10796
2023-01-26,172.000000,172.000000,170.000000,171.000000,171.000000,4746
2023-01-27,171.000000,172.000000,170.000000,171.800003,171.800003,3772
2023-01-30,172.600006,172.600006,166.000000,166.399994,166.399994,4500
2023-01-31,167.000000,172.600006,165.600006,172.600006,172.600006,5274
2023-02-01,172.600006,175.600006,170.600006,172.800003,172.800003,7735
2023-02-02,174.199997,179.800003,169.199997,171.600006,171.600006,14096
2023-02-03,170.399994,172.800003,170.399994,172.800003,172.800003,32876
2023-02-06,172.600006,172.600006,168.199997,170.199997,170.199997,5259
2023-02-07,169.000000,171.600006,168.199997,168.399994,168.399994,3847
2023-02-08,169.000000,170.800003,169.000000,169.199997,169.199997,2940
2023-02-09,171.399994,174.800003,169.199997,173.800003,173.800003,4453
2023-02-10,173.800003,174.600006,168.000000,171.399994,171.399994,7691
2023-02-13,171.399994,172.000000,163.000000,165.399994,165.399994,7111
2023-02-14,166.000000,169.399994,166.000000,167.199997,167.199997,3561
2023-02-15,166.000000,169.399994,166.000000,168.000000,168.000000,7410
2023-02-16,170.000000,172.399994,165.199997,172.000000,172.000000,13408
2023-02-17,171.800003,171.800003,168.399994,168.800003,168.800003,1481
2023-02-20,170.800003,171.000000,167.600006,167.600006,167.600006,2248
2023-02-21,168.399994,168.399994,163.600006,167.399994,167.399994,4122
2023-02-22,166.800003,166.800003,162.199997,163.199997,163.199997,4159
2023-02-23,165.000000,167.199997,162.800003,166.199997,166.199997,920
2023-02-24,167.800003,169.600006,162.199997,166.000000,166.000000,3145
2023-02-27,165.000000,168.800003,164.600006,168.199997,168.199997,1863
2023-02-28,168.399994,172.800003,166.000000,170.800003,170.800003,16860
2023-03-01,170.800003,174.000000,170.399994,172.600006,172.600006,4226
2023-03-02,174.199997,174.199997,166.800003,166.800003,166.800003,2257
2023-03-03,169.600006,171.800003,168.000000,170.199997,170.199997,1516
2023-03-06,171.800003,178.000000,170.000000,175.000000,175.000000,11798
2023-03-07,176.000000,176.199997,173.800003,175.000000,175.000000,4898
2023-03-08,173.199997,179.199997,172.399994,173.600006,173.600006,3328
2023-03-09,173.000000,175.600006,172.800003,175.000000,175.000000,3631
2023-03-10,172.399994,172.399994,167.199997,172.000000,172.000000,4396
2023-03-13,168.600006,174.800003,162.000000,164.399994,164.399994,10668
2023-03-14,163.800003,169.000000,160.199997,166.000000,166.000000,4555
2023-03-15,168.000000,169.199997,158.399994,158.399994,158.399994,9141
2023-03-16,159.000000,164.000000,151.600006,157.800003,157.800003,9151
2023-03-17,161.399994,164.800003,155.199997,159.199997,159.199997,21772
2023-03-20,159.199997,160.000000,154.000000,158.399994,158.399994,8711
2023-03-21,158.600006,164.800003,158.600006,160.000000,160.000000,6055
2023-03-22,161.000000,162.800003,157.000000,157.000000,157.000000,5182
2023-03-23,159.000000,161.600006,156.600006,160.000000,160.000000,7460
2023-03-24,161.399994,161.399994,158.000000,158.199997,158.199997,14588
2023-03-27,158.399994,162.800003,158.399994,161.000000,161.000000,2971
2023-03-28,161.199997,169.199997,160.600006,160.600006,160.600006,21616
2023-03-29,162.399994,163.800003,157.399994,157.600006,157.600006,13518
2023-03-30,159.199997,162.800003,158.600006,161.800003,161.800003,9672
2023-03-31,162.000000,164.800003,159.800003,164.000000,164.000000,5389
2023-04-03,162.399994,169.000000,162.399994,169.000000,169.000000,9650
2023-04-04,169.000000,169.000000,165.199997,167.399994,167.399994,5296
2023-04-05,167.000000,167.000000,162.199997,165.800003,165.800003,2496
2023-04-06,162.399994,164.800003,162.000000,163.000000,163.000000,2320
2023-04-07,null,null,null,null,null,null
2023-04-10,null,null,null,null,null,null
2023-04-11,163.000000,169.800003,163.000000,169.800003,169.800003,9452
2023-04-12,168.600006,168.600006,164.000000,167.399994,167.399994,10064
2023-04-13,167.399994,168.800003,166.000000,166.600006,166.600006,5022
2023-04-14,167.000000,167.600006,164.600006,165.000000,165.000000,7651
2023-04-17,165.000000,166.000000,163.800003,166.000000,166.000000,6614
2023-04-18,166.199997,167.000000,165.000000,167.000000,167.000000,11688
2023-04-19,166.000000,167.399994,165.399994,165.600006,165.600006,6340
2023-04-20,167.199997,167.199997,165.399994,165.399994,165.399994,6481
2023-04-21,164.199997,165.000000,162.000000,162.399994,162.399994,3960
2023-04-24,162.399994,163.000000,161.399994,162.399994,162.399994,9502
2023-04-25,162.600006,162.600006,160.600006,161.000000,161.000000,14323
2023-04-26,160.000000,161.800003,157.399994,160.000000,160.000000,6490
2023-04-27,159.600006,161.000000,158.800003,159.000000,159.000000,13573
2023-04-28,160.000000,163.000000,158.399994,158.399994,158.399994,38985
2023-05-01,null,null,null,null,null,null
2023-05-02,159.800003,161.000000,158.800003,160.000000,160.000000,4286
2023-05-03,null,null,null,null,null,null
2023-05-04,160.000000,160.000000,156.199997,156.600006,156.600006,4622
2023-05-05,158.000000,160.600006,155.800003,160.399994,160.399994,63380
2023-05-08,161.199997,170.800003,161.199997,166.000000,166.000000,16395
2023-05-09,168.000000,172.800003,167.000000,172.800003,172.800003,11018
2023-05-10,172.800003,176.000000,169.199997,175.000000,175.000000,10002
2023-05-11,177.000000,177.000000,167.800003,169.000000,169.000000,27965
2023-05-12,170.800003,171.600006,165.000000,165.000000,165.000000,17143
2023-05-15,165.199997,167.000000,164.199997,165.199997,165.199997,5327
2023-05-16,166.800003,167.000000,164.800003,166.800003,166.800003,17240
2023-05-17,167.800003,173.199997,166.800003,171.399994,171.399994,37268
2023-05-18,171.600006,174.600006,168.199997,168.600006,168.600006,238737
2023-05-19,170.199997,174.600006,169.600006,171.800003,171.800003,137516
2023-05-22,172.600006,175.800003,172.600006,175.600006,175.600006,7729
2023-05-23,175.600006,179.000000,174.800003,178.000000,178.000000,14775
2023-05-24,178.000000,178.000000,169.600006,170.199997,170.199997,10579
2023-05-25,170.399994,171.600006,167.199997,170.000000,170.000000,5975
2023-05-26,171.000000,172.000000,169.000000,170.600006,170.600006,6007
2023-05-29,170.600006,171.399994,167.800003,168.000000,168.000000,3479
2023-05-30,167.399994,169.399994,166.000000,168.199997,168.199997,16274
2023-05-31,167.000000,167.000000,161.000000,163.399994,163.399994,30761
2023-06-01,162.600006,166.800003,162.600006,166.800003,166.800003,6558
2023-06-02,168.000000,171.800003,166.800003,171.000000,171.000000,10395
2023-06-05,171.000000,171.000000,166.399994,168.399994,168.399994,16608
2023-06-06,168.600006,169.000000,167.600006,169.000000,169.000000,15524
2023-06-07,169.800003,170.000000,166.600006,169.000000,169.000000,8420
2023-06-08,null,null,null,null,null,null
2023-06-09,171.000000,171.000000,167.399994,168.600006,168.600006,20050
2023-06-12,167.800003,170.199997,167.800003,169.600006,169.600006,10655
2023-06-13,170.800003,170.800003,165.000000,165.000000,165.000000,12145
2023-06-14,164.199997,170.199997,164.199997,169.000000,169.000000,29754
2023-06-15,169.000000,174.600006,167.199997,173.800003,173.800003,15434
2023-06-16,174.000000,177.199997,173.600006,175.600006,175.600006,12037
2023-06-19,174.000000,181.199997,174.000000,180.800003,180.800003,16401
2023-06-20,180.800003,184.800003,177.600006,182.600006,182.600006,15804
2023-06-21,184.399994,184.399994,180.800003,181.000000,181.000000,6017
2023-06-22,181.600006,184.199997,178.399994,179.399994,179.399994,6006
2023-06-23,181.600006,181.600006,173.000000,173.000000,173.000000,7096
2023-06-26,173.000000,181.399994,171.000000,180.000000,180.000000,9255
2023-06-27,181.199997,182.800003,177.199997,177.600006,177.600006,4515
2023-06-28,179.800003,181.600006,176.199997,176.600006,176.600006,4098
2023-06-29,178.800003,182.800003,178.600006,182.800003,182.800003,4576
2023-06-30,182.800003,187.600006,180.399994,187.399994,187.399994,13771
2023-07-03,188.000000,189.600006,182.199997,182.199997,182.199997,24536
2023-07-04,187.000000,187.800003,182.399994,185.800003,185.800003,3414
2023-07-05,185.000000,186.399994,181.000000,185.000000,185.000000,6722
2023-07-06,185.000000,185.600006,181.000000,183.800003,183.800003,4251
2023-07-07,183.800003,185.800003,182.000000,184.000000,184.000000,5407
